name_project,sectors,region_project,budget_project,project_duration_days,عدد المنشآت,عدد العاملين السعوديين,economic_indicator,project_success
مبنى ميتكو – Mitco Building                  , تجاري,"منطقة مكة المكرمة, جدة",58000000.0,1663.0,286456.0,477481.0,,1
مركز تجاري – Strip Mall                  , تجاري,"المنطقة الشرقية, الخبر",5000000.0,365.0,188521.0,598525.0,,1
تصميم الهوية لبنك الجزيرة – BRANCH BANK IDENTITY DESIGN FOR BANK AL-JAZI...                  , تجاري,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
الدمام افينيو – Dammam Avenue                  , تجاري,"المنطقة الشرقية, الدمام",18750000.0,,188521.0,598525.0,,0
مدينتي – Madinati                  , تجاري,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
فندق راديسون بلو الهداية – Radisson Blu Hotel Al Hidaya                  , تجاري,"مكة المكرمة, منطقة مكة المكرمة",,,286456.0,477481.0,,0
الصالة الجديدة لشحن البضائع –  New cargo terminal                  , تجاري,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
فندق كورت يارد ماريوت وريزيدنس إن قرطبة – The Qurtubah Marriot Co...                  , تجاري,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
مبنى مكتبي – OFFICE BUILDING                  , تجاري,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
مجمع الجبيلة – Jubaylah Complex                  , تجاري,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
فندق شذا جبل الكعبة مكة – Shaza Hotel Jabal Kaabah Makkah                  , تجاري,"مكة المكرمة, منطقة مكة المكرمة",,,286456.0,477481.0,,0
بافلينز – Pavilions                  , تجاري,"منطقة الرياض, الدرعية",,546.0,732297.0,1159997.0,,0
اليمامة ثقافة بارك – Yamamah Culture Park                  , تجاري,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
مجمع الباني 8144 – Albani complex 8144                  , تجاري,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
سويس اوتيل الرياض – SWISSOTEL RIYADH                  , تجاري,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
مجمع بوابة الرياض – Riyadh Gate                  , تجاري,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
نطاق ريفيرا – Netaq Revera                  , تجاري,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
السمو – AlSumo                  , تجاري,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
ذا زون – The Zone                  , تجاري,"منطقة الرياض, الرياض",,639.0,732297.0,1159997.0,,0
ريف سنتر – Reef center                  , تجاري,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
أجمكان – AJMAKAN                  , تجاري,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
مجمع الخبر – Khobar Complex                  , تجاري,"المنطقة الشرقية, الخبر",,,188521.0,598525.0,,0
مركز الجمجوم التجاري – Jamjoom Commercial Centre                  , تجاري,"منطقة مكة المكرمة, جدة",1000000000.0,2677.0,286456.0,477481.0,,1
السعادة سكوير – Alsaadah Square                  , تجاري,"منطقة القصيم, الرس",,,78901.0,59468.0,,0
الفرسان بلازا – ALfursan Plaza                  , تجاري,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
بوابة قرطبة – Qortuba Gate                  , تجاري,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
فندق بارك ان الرياض – Riyadh Park in Hotel                  , تجاري,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
برج أدكس – ADEX Towers                  , تجاري,"منطقة مكة المكرمة, جدة",,913.0,286456.0,477481.0,,0
مجمع الأعمال – Business Park                  , تجاري,"المنطقة الشرقية, الدمام",,,188521.0,598525.0,,0
مقصد – Maqsad                  , تجاري,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
عمارة الملكة – Queen’s Building                  , تجاري,"منطقة مكة المكرمة, جدة",95000000.0,1095.0,286456.0,477481.0,,1
أبراج التوأم – Twin towers                  , تجاري,"المنطقة الشرقية, الخبر",,,188521.0,598525.0,,0
غاليريا مول – Galleria Mall                  , تجاري,"المنطقة الشرقية, الجبيل الصناعية",94506300.0,2870.0,188521.0,598525.0,,1
معارض مجموعة محمد يوسف ناغي                  , تجاري,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
سكاورا بلازا – Sakura Plaza                  , تجاري,"منطقة مكة المكرمة, جدة",,1825.0,286456.0,477481.0,,0
مركز النور التجاري – Al-Noor Center                  , تجاري,"مكة المكرمة, منطقة مكة المكرمة",,,286456.0,477481.0,,0
ابراج النورس –  Al Nawras Towers                  , تجاري,"منطقة مكة المكرمة, جدة",,,286456.0,477481.0,,0
توسعة المعذر بلازا – AL MAATHER EXTENSION                  , تجاري,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
مركز الروضة التجاري – Al-Rawdah Commercial Center                  , تجاري,"منطقة مكة المكرمة, جدة",,,286456.0,477481.0,,0
منازل الشلال – The Waterfall                  , تجاري,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
برج الهلال – Hilal Tower                  , تجاري,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
سوق تجاري – Commercial Center                  , تجاري,"منطقة مكة المكرمة, جدة",,1338.0,286456.0,477481.0,,0
برج مقرنص – Muqarnas Tower                  , تجاري,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
مركز كنانة – Kinana Center                  , تجاري,"منطقة مكة المكرمة, جدة",,,286456.0,477481.0,,0
جوهرة بوابة جدة – The Jewel of Jeddah Gate                  , تجاري,"منطقة مكة المكرمة, جدة",,,286456.0,477481.0,,0
مجمع كناري السكني بالخبر – Canary Residential Community Al Kobar                  , تجاري,"المنطقة الشرقية, الخبر",685000000.0,,188521.0,598525.0,,0
مراكز ايكيا للطلب والإستلام في مدن السعودية – IKEA Pick-u...                  , تجاري,"ينبع, الأحساء, الجبيل الصناعية, الخرج, الطائف, عنيزة",120000000.0,,368638.28018867923,622155.975,,0
كليات الغد الدولية للعلوم الصحية التطبيقية بالمدينة ا�...                  , تجاري,"منطقة المدينة المنورة, المدينة المنورة",,,75446.0,74821.0,,0
بارك إن مدينة الملك عبد الله الاقتصادية – Park Inn by Radisso...                  , تجاري,"منطقة مكة المكرمة, مدينة الملك عبدالله الاقتصادية",,,286456.0,477481.0,,0
القرية العمالية في مدينة سدير للصناعة والأعمال – Sudai...                  , تجاري,"منطقة الرياض, مدينة سدير للصناعة والأعمال",155000000.0,416.0,732297.0,1159997.0,,1
مجمع مدينة سدير للصناعة والأعمال التجاري – Sudair City for...                  , تجاري,"منطقة الرياض, مدينة سدير للصناعة والأعمال",,,732297.0,1159997.0,,0
توسعة مصنع سبيماكو الدوائية – Expansion of Spimaco Pharmaceutical Fact...                  , تجاري,"منطقة القصيم, بريدة",123750000.0,490.0,78901.0,59468.0,,1
تيرا مول الطائف – Tera Mall Taif                  , تجاري,"منطقة مكة المكرمة, الطائف",500000000.0,876.0,286456.0,477481.0,,1
فالي سنتر – Valley Centre                  , تجاري,"منطقة مكة المكرمة, الطائف",,889.0,286456.0,477481.0,,0
كليات سليمان الراجحي – Sulaiman Al Rajhi Colleges                  , تجاري,"منطقة القصيم, البكيرية",,,78901.0,59468.0,,0
الراقي افينيو مول                  , تجاري,منطقة تبوك,,,33731.0,22283.0,,0
ميركاتو – Mercato                  , تجاري,"منطقة الرياض, الرياض",,364.0,732297.0,1159997.0,,0
النخيل مول الدمام – Al Nakheel Mall Dammam                  , تجاري,"المنطقة الشرقية, الدمام",,910.0,188521.0,598525.0,,0
المحكمة الإدارية لديوان المظالم – Administrative Court                  , تجاري,"منطقة مكة المكرمة, جدة",262609864.0,1223.0,286456.0,477481.0,,1
مركز صيانة المحركات النفاثة بجدة  – SAEI Jet Propulsion Center Jed...                  , تجاري,"منطقة مكة المكرمة, جدة",470000000.0,1246.0,286456.0,477481.0,,1
كليات الغد الدولية للعلوم الصحية التطبيقية بالدمام ̵...                  , تجاري,"المنطقة الشرقية, الظهران",,,188521.0,598525.0,,0
برج المخمل – Al Mukmal Tower                  , تجاري,"منطقة مكة المكرمة, جدة",,913.0,286456.0,477481.0,,0
كليات الغد الدولية للعلوم الصحية التطبيقية بجدة – Al-...                  , تجاري,"منطقة مكة المكرمة, جدة",,,286456.0,477481.0,,0
إسكان أفنيو درة الرياض – Avenue Durrat Arriyadh                  , تجاري,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
العسكر افنيو مول – Al Askar Avenue Mall                  , تجاري,"منطقة الرياض, الخرج",,,732297.0,1159997.0,,0
تطوير جبل الشراشف – Al Sharashif Development                  , تجاري,"مكة المكرمة, منطقة مكة المكرمة",,,286456.0,477481.0,,0
تطوير قوز النكاسة – Nakkasa Development                  , تجاري,"مكة المكرمة, منطقة مكة المكرمة",,,286456.0,477481.0,,0
درب المشاعر – Darb Al Mashaer                  , تجاري,"مكة المكرمة, منطقة مكة المكرمة",7000000000.0,,286456.0,477481.0,,0
تطوير جبل محبس الجن – Jabal Mahbas El Jin Development                  , تجاري,"مكة المكرمة, منطقة مكة المكرمة",,,286456.0,477481.0,,0
سنترو الخرج – Centro Al-Kharj                  , تجاري,"منطقة الرياض, الخرج",,305.0,732297.0,1159997.0,,0
عنيزة بلازا – UNAYZAH PLAZA                  , تجاري,"منطقة القصيم, عنيزة",,226.0,78901.0,59468.0,,0
الفراشة – The Butterfly                  , تجاري,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
